Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Cancellation Date,Enrollment Date,Cancelled Before Cutoff,Enrolled After Cutoff,Promotion Customer,Tenure,Total Flights in Lifetime,Total Distance,Net Reward Points,Redeem Ratio,Months Since Last Flight,Flights in last 3 months,Flights in last 6 months,Engagement Score,Cancelled In Label Window,Churn,churn_risk_score,churn_risk_tier,segment,segment_name
107902,canada,british columbia,vancouver,v6e 3d9,female,bachelor,103122.0,single,nova,4369.5,standard,2015,4,0.0,0.0,,2015-04-01,False,False,0,38,22,31900,31372.0,0.017,2,2,6,0.1762477281529624,False,0,0.220038372482642,Low Risk,2,Occasional / Higher Churn Risk
136637,canada,ontario,toronto,p2t 6g3,male,bachelor,103122.0,single,nova,4369.5,standard,2012,12,0.0,0.0,,2012-12-01,False,False,0,66,36,54257,53266.0,0.018,0,9,13,0.3431995264986227,False,0,0.1394432949363928,Low Risk,1,"Champions (high flights, low churn)"
847579,canada,quebec,montreal,h4g 3t4,female,bachelor,99063.0,married,nova,4369.6,standard,2016,3,0.0,0.0,,2016-03-01,False,False,0,27,35,49029,47872.0,0.024,0,7,8,0.1760637076249798,False,0,0.2140955253303358,Low Risk,1,"Champions (high flights, low churn)"
882025,canada,british columbia,victoria,v10 6t5,male,bachelor,61743.0,married,nova,4369.7,standard,2016,1,0.0,0.0,,2016-01-01,False,False,0,29,33,39032,38011.0,0.026,0,6,12,0.1969938319323695,False,0,0.235705963807005,Low Risk,1,"Champions (high flights, low churn)"
465746,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,96663.0,married,nova,4369.72,standard,2015,11,0.0,0.0,,2015-11-01,False,False,0,31,18,27486,27013.0,0.017,3,0,2,0.1221223465982299,False,0,0.2585073510779054,Low Risk,2,Occasional / Higher Churn Risk
615617,canada,ontario,toronto,m8y 4k8,female,bachelor,96663.0,married,nova,4369.72,standard,2013,10,0.0,0.0,,2013-10-01,False,False,0,56,26,42643,41963.0,0.016,0,5,9,0.2680694445913637,False,1,0.225150090265256,Low Risk,1,"Champions (high flights, low churn)"
908580,canada,british columbia,vancouver,v1e 4r6,male,bachelor,73410.0,divorced,nova,4371.19,standard,2014,11,0.0,0.0,,2014-11-01,False,False,0,43,30,40732,40135.0,0.015,0,3,10,0.2181874344638518,False,0,0.2242043206657211,Low Risk,1,"Champions (high flights, low churn)"
384818,canada,new brunswick,fredericton,e3b 2h2,female,high school or below,83044.0,single,aurora,7048.38,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,0,0,0.0,0.0,999,0,0,0.0259479079165721,False,1,0.8616815431264863,High Risk,4,Dormant / Never Flew
750578,canada,british columbia,vancouver,v6e 3z3,male,doctor,213105.0,married,nova,4372.49,standard,2014,10,0.0,0.0,,2014-10-01,False,False,0,44,0,0,0.0,0.0,999,0,0,0.1562458484599651,False,0,0.6190258682974144,High Risk,4,Dormant / Never Flew
800481,canada,ontario,trenton,k8v 4b2,female,doctor,213105.0,married,nova,4372.49,standard,2015,6,0.0,0.0,,2015-06-01,False,False,0,36,23,34976,34976.0,0.0,0,2,5,0.164598190571898,False,0,0.1906183560720521,Low Risk,2,Occasional / Higher Churn Risk
491244,canada,new brunswick,fredericton,e3b 2h2,male,college,73455.0,single,aurora,8048.37,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,13,30608,45912.0,0.0,1,9,13,0.1450350100049006,False,0,0.4359339445967858,Medium Risk,2,Occasional / Higher Churn Risk
577726,canada,saskatchewan,regina,s1j 3c5,male,bachelor,78573.0,divorced,nova,4376.36,standard,2014,2,0.0,0.0,,2014-02-01,False,False,0,52,18,26540,26540.0,0.0,0,3,3,0.2142949874202756,False,0,0.2350996529006168,Low Risk,2,Occasional / Higher Churn Risk
729752,canada,quebec,montreal,h2t 2j6,male,bachelor,78573.0,divorced,nova,4376.36,standard,2012,5,0.0,0.0,,2012-05-01,False,False,0,73,0,0,0.0,0.0,999,0,0,0.2542307031871935,False,1,0.9878225017607636,High Risk,4,Dormant / Never Flew
941984,canada,quebec,quebec city,g1b 3l5,female,college,73455.0,single,nova,4377.53,standard,2017,6,0.0,0.0,,2017-06-01,False,False,0,12,15,20654,20654.0,0.0,0,4,8,0.109108030973668,False,0,0.2721319419358263,Low Risk,2,Occasional / Higher Churn Risk
894436,canada,quebec,montreal,h2t 9k8,female,bachelor,61832.0,married,nova,4379.93,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,31,46261,46261.0,0.0,0,13,14,0.3563591266065009,False,0,0.1224655397946261,Low Risk,1,"Champions (high flights, low churn)"
643605,canada,alberta,edmonton,t9g 1w3,male,bachelor,46978.0,married,nova,4381.18,standard,2012,10,0.0,0.0,,2012-10-01,False,False,0,68,30,33262,31402.0,0.056,0,9,12,0.3450901826492835,False,0,0.1173090436263129,Low Risk,0,Engaged / Mid-Tier Loyalty
237651,canada,alberta,calgary,t3e 2v9,male,master,72027.0,single,nova,4386.28,standard,2016,11,0.0,0.0,,2016-11-01,False,False,0,19,27,42472,41641.0,0.02,2,1,2,0.0870674315218033,False,0,0.2241983784804032,Low Risk,1,"Champions (high flights, low churn)"
420488,canada,british columbia,vancouver,v5r 1w3,male,master,72027.0,single,nova,4386.28,standard,2013,10,0.0,0.0,,2013-10-01,False,False,0,56,25,33895,33895.0,0.0,0,7,10,0.2838918134484871,False,0,0.1742972213685936,Low Risk,2,Occasional / Higher Churn Risk
568712,canada,ontario,ottawa,k1g 4z0,female,master,72027.0,single,nova,4386.28,standard,2012,5,0.0,0.0,,2012-05-01,False,False,0,73,35,53399,53399.0,0.0,1,8,14,0.36636687162687,False,0,0.125600880397576,Low Risk,1,"Champions (high flights, low churn)"
935876,canada,british columbia,vancouver,v6e 3d9,female,master,72027.0,single,nova,4386.28,standard,2017,1,0.0,0.0,,2017-01-01,False,False,0,17,38,64033,64033.0,0.0,0,3,6,0.1107880831196927,False,0,0.2412476386728061,Low Risk,1,"Champions (high flights, low churn)"
616416,canada,british columbia,vancouver,v1e 4r6,male,bachelor,67042.0,married,nova,4387.31,standard,2013,5,0.0,0.0,,2013-05-01,False,False,0,61,29,35709,34790.0,0.026,0,2,5,0.2491031507026919,False,0,0.1839147023313196,Low Risk,1,"Champions (high flights, low churn)"
101018,canada,ontario,thunder bay,k8t 5m5,female,bachelor,56523.0,married,nova,4392.98,standard,2014,4,0.0,0.0,,2014-04-01,False,False,0,50,32,56084,55403.0,0.012,0,7,10,0.2636421136571601,False,0,0.2064083384470418,Low Risk,1,"Champions (high flights, low churn)"
387971,canada,ontario,trenton,k8v 4b2,female,bachelor,98974.0,divorced,nova,4397.78,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,24,35041,34004.0,0.03,0,3,5,0.2478133217657558,False,0,0.1947330688735808,Low Risk,0,Engaged / Mid-Tier Loyalty
395525,canada,quebec,montreal,h2t 2j6,male,college,73455.0,single,nova,4398.05,standard,2012,12,0.0,0.0,,2012-12-01,False,False,0,66,25,42215,41117.0,0.026,1,2,2,0.2513221344123669,False,0,0.1700007362583822,Low Risk,1,"Champions (high flights, low churn)"
792873,canada,british columbia,west vancouver,v6v 8z3,male,college,73455.0,divorced,nova,4407.77,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,41,62961,61351.0,0.026,0,7,12,0.2160590113580675,False,0,0.2514471671611517,Low Risk,1,"Champions (high flights, low churn)"
333051,canada,new brunswick,moncton,e1a 2a7,male,bachelor,93849.0,married,aurora,51426.25,2018 promotion,2018,4,2018.0,12.0,2018-12-01,2018-04-01,False,False,1,2,0,0,0.0,0.0,999,0,0,0.1588193863123963,True,1,0.8943746816586922,High Risk,4,Dormant / Never Flew
965758,canada,quebec,montreal,h2y 2w2,female,college,73455.0,single,nova,4411.66,standard,2017,7,0.0,0.0,,2017-07-01,False,False,0,11,14,13283,12790.0,0.037,0,8,8,0.127573569663854,False,0,0.3441096762829157,Medium Risk,0,Engaged / Mid-Tier Loyalty
660178,canada,ontario,ottawa,k1f 2r2,female,college,73455.0,single,nova,4413.26,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,28,35235,34745.0,0.014,0,8,9,0.1966696319905374,False,0,0.2271844790375328,Low Risk,1,"Champions (high flights, low churn)"
904741,canada,ontario,toronto,m2m 7k8,male,bachelor,77241.0,divorced,nova,4416.21,standard,2014,9,0.0,0.0,,2014-09-01,False,False,0,45,32,47422,46857.0,0.012,0,8,16,0.2816680903075858,False,0,0.2157128439544785,Low Risk,1,"Champions (high flights, low churn)"
576936,canada,quebec,montreal,h2t 2j6,female,college,73455.0,married,nova,4419.54,standard,2016,10,0.0,0.0,,2016-10-01,False,False,0,20,30,48391,47763.0,0.013,0,5,7,0.1367968597982727,False,0,0.2101280020180848,Low Risk,1,"Champions (high flights, low churn)"
626767,canada,british columbia,west vancouver,v6v 8z3,male,college,73455.0,single,nova,4420.25,standard,2017,11,0.0,0.0,,2017-11-01,False,False,0,7,7,15147,15147.0,0.0,3,0,7,0.0657062076925994,False,0,0.4248250379013332,Medium Risk,2,Occasional / Higher Churn Risk
592003,canada,new brunswick,fredericton,e3b 2h2,male,bachelor,60845.0,married,aurora,73225.96,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,3,5809,8713.5,0.0,2,1,3,0.2492683513728355,False,0,0.3658190653976175,Medium Risk,3,High Value Flyers
974848,canada,quebec,tremblant,h5y 2s9,female,bachelor,78444.0,married,nova,4425.75,standard,2017,12,0.0,0.0,,2017-12-01,False,False,0,6,2,1970,1970.0,0.0,4,0,2,0.0378349116067104,False,0,0.4023938084298319,Medium Risk,2,Occasional / Higher Churn Risk
363199,canada,quebec,montreal,h4g 3t4,male,bachelor,74770.0,married,nova,4428.03,standard,2017,10,0.0,0.0,,2017-10-01,False,False,0,8,20,35058,34543.0,0.015,0,12,16,0.1784435107514894,False,0,0.2520569989123882,Low Risk,2,Occasional / Higher Churn Risk
516337,canada,ontario,toronto,p1l 8x8,male,bachelor,74770.0,married,nova,4428.03,standard,2014,7,0.0,0.0,,2014-07-01,False,False,0,47,23,40887,39883.0,0.025,3,0,4,0.1861593467921335,False,0,0.2113573730511136,Low Risk,1,"Champions (high flights, low churn)"
666301,canada,quebec,montreal,h2t 9k8,female,bachelor,74770.0,married,nova,4428.03,standard,2014,10,0.0,0.0,,2014-10-01,False,False,0,44,24,29058,27704.0,0.047,0,3,6,0.2021324810517129,False,0,0.2425924438329612,Low Risk,0,Engaged / Mid-Tier Loyalty
676376,canada,british columbia,vancouver,v5r 1w3,male,bachelor,74770.0,married,nova,4428.03,standard,2013,12,0.0,0.0,,2013-12-01,False,False,0,54,37,56594,56073.0,0.009,0,9,10,0.2881328036249255,False,0,0.2176275824275013,Low Risk,1,"Champions (high flights, low churn)"
202696,canada,ontario,toronto,p2t 6g3,female,college,73455.0,single,nova,4428.04,standard,2015,7,0.0,0.0,,2015-07-01,False,False,0,35,39,57183,56738.0,0.008,2,1,2,0.1412496979938686,False,0,0.2413334091471052,Low Risk,1,"Champions (high flights, low churn)"
409174,canada,british columbia,vancouver,v6e 3d9,male,college,73455.0,single,nova,4428.04,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,0,0,0.0,0.0,999,0,0,0.0077677505733023,False,0,0.4869023705944787,Medium Risk,4,Dormant / Never Flew
150253,canada,quebec,montreal,h4g 3t4,female,high school or below,56505.0,married,nova,4428.63,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,24,37808,37460.0,0.009,0,8,10,0.2016187820675914,False,0,0.1979210788587738,Low Risk,1,"Champions (high flights, low churn)"
160927,canada,quebec,quebec city,g1b 3l5,male,bachelor,49512.0,married,nova,4430.57,standard,2016,2,0.0,0.0,,2016-02-01,False,False,0,28,28,34386,33689.0,0.02,0,8,14,0.2144758246763209,False,0,0.192501325061992,Low Risk,1,"Champions (high flights, low churn)"
793608,canada,british columbia,vancouver,v6e 3z3,female,college,73455.0,single,nova,4433.69,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,0,0,0.0,0.0,999,0,0,0.0077850973204709,False,0,0.5040897199171465,Medium Risk,4,Dormant / Never Flew
515805,canada,alberta,calgary,t3e 2v9,male,bachelor,68972.0,married,nova,4433.97,standard,2017,1,0.0,0.0,,2017-01-01,False,False,0,17,25,32188,30467.0,0.053,0,6,6,0.1272388497727662,False,0,0.2303593726350711,Low Risk,0,Engaged / Mid-Tier Loyalty
390974,canada,quebec,tremblant,h5y 2s9,female,bachelor,92803.0,married,nova,4434.03,standard,2014,4,0.0,0.0,,2014-04-01,False,False,0,50,33,57004,55814.0,0.021,0,5,9,0.2479966202167425,False,0,0.2125437082681742,Low Risk,1,"Champions (high flights, low churn)"
289151,canada,ontario,toronto,m2z 4k1,female,bachelor,74408.0,married,nova,4434.94,standard,2015,7,0.0,0.0,,2015-07-01,False,False,0,35,25,39702,39114.0,0.015,0,5,7,0.1875198168733108,False,0,0.221414607253841,Low Risk,1,"Champions (high flights, low churn)"
445177,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,74408.0,married,nova,4434.94,standard,2017,1,0.0,0.0,,2017-01-01,False,False,0,17,13,24707,23643.0,0.043,0,1,4,0.0902639932747762,False,0,0.2827161718722452,Low Risk,0,Engaged / Mid-Tier Loyalty
542014,canada,quebec,montreal,h2t 9k8,female,bachelor,87119.0,married,nova,4439.68,standard,2015,11,0.0,0.0,,2015-11-01,False,False,0,31,28,48040,47105.0,0.019,2,1,2,0.1277719218497433,False,0,0.2196469629323449,Low Risk,1,"Champions (high flights, low churn)"
958767,canada,ontario,toronto,p2t 6g3,female,bachelor,96749.0,divorced,nova,4439.9,standard,2013,2,0.0,0.0,,2013-02-01,False,False,0,64,20,40501,38596.0,0.047,1,3,7,0.2746384529237521,False,0,0.1931219703190249,Low Risk,0,Engaged / Mid-Tier Loyalty
859957,canada,alberta,edmonton,t3g 6y6,male,bachelor,65848.0,married,nova,4443.74,standard,2015,5,0.0,0.0,,2015-05-01,False,False,0,37,31,37761,36966.0,0.021,0,4,4,0.1741629266109235,False,0,0.2128632551623658,Low Risk,1,"Champions (high flights, low churn)"
220244,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,single,nova,4446.74,standard,2014,7,0.0,0.0,,2014-07-01,False,False,0,47,33,41937,40800.0,0.027,0,9,15,0.28905140272785,False,0,0.194408070669672,Low Risk,1,"Champions (high flights, low churn)"
387506,canada,ontario,thunder bay,k8t 5m5,female,college,73455.0,single,nova,4448.56,standard,2016,9,0.0,0.0,,2016-09-01,False,False,0,21,29,40889,39928.0,0.024,1,5,10,0.1549702183354038,False,0,0.2115675229468229,Low Risk,1,"Champions (high flights, low churn)"
387121,canada,ontario,ottawa,k1f 2r2,male,bachelor,51552.0,married,nova,4450.22,standard,2015,8,0.0,0.0,,2015-08-01,False,False,0,34,21,25232,24517.0,0.028,3,0,3,0.1374065952870731,False,0,0.2383720336009853,Low Risk,2,Occasional / Higher Churn Risk
173235,canada,british columbia,vancouver,v6e 3d9,male,college,73455.0,single,nova,4454.1,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,9,8280,8280.0,0.0,0,8,9,0.125849073859524,False,0,0.3526143887712877,Medium Risk,2,Occasional / Higher Churn Risk
801882,canada,ontario,toronto,p5s 6r4,female,college,73455.0,single,nova,4454.1,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,28,43321,42840.0,0.011,0,6,8,0.2654829532632243,False,0,0.214428077954195,Low Risk,1,"Champions (high flights, low churn)"
733046,canada,british columbia,vancouver,v5r 1w3,male,college,73455.0,married,nova,4455.84,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,25,40176,39877.0,0.007,0,9,11,0.3201471742749849,False,0,0.1769098427645297,Low Risk,1,"Champions (high flights, low churn)"
117482,canada,new brunswick,fredericton,e3b 2h2,male,bachelor,53563.0,married,nova,2869.74,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,28,35963,53433.5,0.009,0,27,28,0.3004909715066406,False,0,0.3947260663816909,Medium Risk,1,"Champions (high flights, low churn)"
428604,canada,british columbia,victoria,v10 6t5,female,master,94440.0,divorced,nova,4458.11,standard,2018,1,0.0,0.0,,2018-01-01,False,False,0,5,9,15122,14199.0,0.061,0,7,9,0.1069130893224735,False,0,0.5299847252336406,Medium Risk,0,Engaged / Mid-Tier Loyalty
484811,canada,alberta,edmonton,t3g 6y6,female,master,94440.0,divorced,nova,4458.11,standard,2017,6,0.0,0.0,,2017-06-01,False,False,0,12,20,30328,30328.0,0.0,1,5,9,0.1196921727537308,False,0,0.200327872893372,Low Risk,2,Occasional / Higher Churn Risk
947234,canada,quebec,hull,j8y 3z5,male,master,94440.0,divorced,nova,4458.11,standard,2018,1,0.0,0.0,,2018-01-01,False,False,0,5,11,13483,13483.0,0.0,0,11,11,0.1384561413258835,False,0,0.5146500763360671,Medium Risk,2,Occasional / Higher Churn Risk
275049,canada,nova scotia,halifax,b3j 9s2,female,college,73455.0,divorced,nova,4460.42,standard,2014,4,0.0,0.0,,2014-04-01,False,False,0,50,32,41444,37517.0,0.095,0,6,9,0.2535124259507092,False,0,0.211264684811636,Low Risk,0,Engaged / Mid-Tier Loyalty
129343,canada,yukon,whitehorse,y2k 6r0,female,college,73455.0,single,nova,4463.0,standard,2013,1,0.0,0.0,,2013-01-01,False,False,0,65,27,36936,36557.0,0.01,0,5,6,0.2840553578342517,False,0,0.1674972157827167,Low Risk,1,"Champions (high flights, low churn)"
288369,canada,british columbia,vancouver,v6e 3d9,female,college,73455.0,single,nova,4463.0,standard,2015,6,0.0,0.0,,2015-06-01,False,False,0,36,25,42481,41708.0,0.018,1,1,4,0.1545393328578686,False,0,0.2163758567302339,Low Risk,1,"Champions (high flights, low churn)"
382464,canada,ontario,toronto,p2t 6g3,female,college,73455.0,single,nova,4463.0,standard,2015,3,0.0,0.0,,2015-03-01,False,False,0,39,34,60889,59199.0,0.028,1,7,12,0.2364988499196874,False,0,0.2469063757253834,Low Risk,1,"Champions (high flights, low churn)"
890395,canada,ontario,kingston,m9k 2p4,female,college,73455.0,single,nova,4463.0,standard,2014,3,0.0,0.0,,2014-03-01,False,False,0,51,36,49844,48818.0,0.021,0,5,8,0.2465619821055818,False,0,0.2348933711102065,Low Risk,1,"Champions (high flights, low churn)"
909677,canada,quebec,montreal,h2t 9k8,female,college,73455.0,single,nova,4463.0,standard,2016,8,0.0,0.0,,2016-08-01,False,False,0,22,27,39030,37808.0,0.031,0,8,13,0.1894031608802644,False,0,0.2094153183939272,Low Risk,1,"Champions (high flights, low churn)"
650657,canada,british columbia,vancouver,v6e 3z3,female,college,73455.0,single,nova,4463.61,standard,2015,6,0.0,0.0,,2015-06-01,False,False,0,36,27,41354,40089.0,0.031,0,6,10,0.2111268834418793,False,0,0.2303844405141354,Low Risk,1,"Champions (high flights, low churn)"
493283,canada,ontario,trenton,k8v 4b2,male,bachelor,69159.0,married,nova,4465.6,standard,2014,1,0.0,0.0,,2014-01-01,False,False,0,53,28,45087,44159.0,0.021,0,7,12,0.2838041297909031,False,0,0.2151454050963254,Low Risk,1,"Champions (high flights, low churn)"
610573,canada,british columbia,vancouver,v6e 3d9,male,bachelor,69159.0,married,nova,4465.6,standard,2013,9,0.0,0.0,,2013-09-01,False,False,0,57,24,32826,31766.0,0.032,0,2,5,0.2358300047707422,False,0,0.1976938119338347,Low Risk,0,Engaged / Mid-Tier Loyalty
181728,canada,british columbia,victoria,v10 6t5,male,college,73455.0,single,nova,4466.1,standard,2015,3,0.0,0.0,,2015-03-01,False,False,0,39,22,29376,28346.0,0.035,0,1,2,0.1548800641086635,False,0,0.2499284755449083,Low Risk,0,Engaged / Mid-Tier Loyalty
253098,canada,quebec,montreal,h2t 9k8,female,college,73455.0,single,nova,4468.22,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,24,37190,36122.0,0.029,0,6,7,0.1761648845362692,False,0,0.2260728118609016,Low Risk,1,"Champions (high flights, low churn)"
930848,canada,yukon,whitehorse,y2k 6r0,female,college,73455.0,single,nova,4470.18,standard,2014,10,0.0,0.0,,2014-10-01,False,False,0,44,41,74632,72088.0,0.034,0,7,11,0.2485108252121632,False,0,0.2238199079186992,Low Risk,1,"Champions (high flights, low churn)"
681921,canada,ontario,toronto,m2m 7k8,male,college,73455.0,single,nova,4471.78,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,18,18250,18250.0,0.0,0,10,11,0.3019822475535928,False,0,0.2468926321763155,Low Risk,2,Occasional / Higher Churn Risk
751824,canada,ontario,toronto,p2t 6g3,female,bachelor,71069.0,married,nova,4472.33,standard,2012,4,0.0,0.0,,2012-04-01,False,False,0,74,32,51720,50596.0,0.022,0,14,15,0.4075200989362253,False,0,0.1297233146009038,Low Risk,1,"Champions (high flights, low churn)"
505779,canada,quebec,montreal,h2t 9k8,male,college,73455.0,divorced,nova,4473.88,standard,2016,2,0.0,0.0,,2016-02-01,False,False,0,28,30,53079,52514.0,0.011,0,9,11,0.2053376961922303,False,0,0.2251420330180275,Low Risk,1,"Champions (high flights, low churn)"
129434,canada,nova scotia,halifax,b3j 9s2,male,bachelor,94052.0,married,nova,4474.48,standard,2016,7,0.0,0.0,,2016-07-01,False,False,0,23,27,35162,34788.0,0.011,0,7,9,0.1677741596467624,False,0,0.2072403356824102,Low Risk,1,"Champions (high flights, low churn)"
501875,canada,alberta,banff,t4v 1d4,male,bachelor,94035.0,married,nova,4475.42,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,33,55334,54525.0,0.015,1,3,8,0.0668116301108352,False,0,0.2816983142410775,Low Risk,1,"Champions (high flights, low churn)"
131228,canada,nova scotia,halifax,b3c 2m8,male,college,73455.0,divorced,nova,4476.81,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,21,27255,26888.0,0.013,0,7,12,0.1385682766951037,False,0,0.2506019964797631,Low Risk,2,Occasional / Higher Churn Risk
144593,canada,british columbia,vancouver,v6e 3d9,male,bachelor,62202.0,divorced,nova,4477.45,standard,2016,10,0.0,0.0,,2016-10-01,False,False,0,20,25,36664,35824.0,0.023,0,4,6,0.1266379128881904,False,0,0.2022652287354849,Low Risk,1,"Champions (high flights, low churn)"
958472,canada,new brunswick,fredericton,e3b 2h2,male,bachelor,58505.0,married,nova,4479.6,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,14,25568,25568.0,0.0,2,3,7,0.092327908254611,False,0,0.2427577157271427,Low Risk,2,Occasional / Higher Churn Risk
423153,canada,quebec,hull,j8y 3z5,female,bachelor,56042.0,married,nova,4483.84,standard,2017,12,0.0,0.0,,2017-12-01,False,False,0,6,14,17204,17204.0,0.0,0,8,14,0.1403150510107002,False,0,0.5495491383018907,Medium Risk,2,Occasional / Higher Churn Risk
314742,canada,nova scotia,halifax,b3c 2m8,male,college,73455.0,single,nova,4484.25,standard,2016,10,0.0,0.0,,2016-10-01,False,False,0,20,20,33390,32538.0,0.026,1,4,5,0.1217568296048938,False,0,0.2125425291411075,Low Risk,2,Occasional / Higher Churn Risk
345802,canada,quebec,quebec city,g1b 3l5,female,college,73455.0,single,nova,4484.25,standard,2014,5,0.0,0.0,,2014-05-01,False,False,0,49,24,45504,45169.0,0.007,1,3,9,0.2339028631064261,False,0,0.2046476244687885,Low Risk,1,"Champions (high flights, low churn)"
608326,canada,new brunswick,moncton,e1a 2a7,male,college,73455.0,single,nova,4490.55,standard,2017,12,0.0,0.0,,2017-12-01,False,False,0,6,10,13556,13556.0,0.0,1,5,10,0.1044234612285091,False,0,0.5210229568004907,Medium Risk,2,Occasional / Higher Churn Risk
383808,canada,new brunswick,fredericton,e3b 2h2,male,college,73455.0,single,nova,4496.98,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,29,43739,42321.0,0.032,0,6,13,0.2056649487905712,False,0,0.2428005730170817,Low Risk,1,"Champions (high flights, low churn)"
880505,canada,quebec,montreal,h4g 3t4,male,college,73455.0,single,nova,4496.98,standard,2014,10,0.0,0.0,,2014-10-01,False,False,0,44,26,36798,36259.0,0.015,0,4,9,0.2224848377332223,False,0,0.2207161277888315,Low Risk,1,"Champions (high flights, low churn)"
318561,canada,alberta,banff,t4v 1d4,female,doctor,135147.0,divorced,nova,4499.49,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,32,50691,50691.0,0.0,0,5,8,0.1250523928386832,False,0,0.2017084862992563,Low Risk,1,"Champions (high flights, low churn)"
174729,canada,ontario,london,m5b 3e4,male,bachelor,65861.0,married,nova,4502.21,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,23,25894,25894.0,0.0,1,3,8,0.1648668542973744,False,0,0.2604804265062484,Low Risk,2,Occasional / Higher Churn Risk
371675,canada,alberta,edmonton,t3g 6y6,male,bachelor,82250.0,single,nova,4502.68,standard,2016,4,0.0,0.0,,2016-04-01,False,False,0,26,20,28820,26874.0,0.068,0,5,5,0.1475184666520578,False,0,0.2377620541715918,Low Risk,0,Engaged / Mid-Tier Loyalty
782329,canada,manitoba,winnipeg,r3r 3t4,female,college,73455.0,single,nova,4502.98,standard,2012,11,0.0,0.0,,2012-11-01,False,False,0,67,33,49586,48397.0,0.024,1,6,8,0.3061735661934295,False,0,0.1248465277835327,Low Risk,1,"Champions (high flights, low churn)"
947408,canada,alberta,edmonton,t3g 6y6,male,bachelor,81520.0,divorced,nova,4505.41,standard,2014,9,0.0,0.0,,2014-09-01,False,False,0,45,35,58170,58170.0,0.0,0,8,10,0.2525301892915168,False,0,0.2079007869912256,Low Risk,1,"Champions (high flights, low churn)"
549404,canada,new brunswick,moncton,e1a 2a7,female,bachelor,86946.0,married,nova,3360.27,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,22,40262,59927.0,0.008,0,22,22,0.2420329507574235,False,0,0.4128691634283495,Medium Risk,2,Occasional / Higher Churn Risk
384543,canada,ontario,toronto,p1l 8x8,female,doctor,110019.0,married,nova,4506.58,standard,2015,11,0.0,0.0,,2015-11-01,False,False,0,31,38,56804,55459.0,0.024,2,3,6,0.1584547279717496,False,0,0.230462148724906,Low Risk,1,"Champions (high flights, low churn)"
279430,canada,saskatchewan,regina,s6j 3g0,female,bachelor,93211.0,married,nova,4508.86,standard,2016,5,0.0,0.0,,2016-05-01,False,False,0,25,34,61468,59927.0,0.025,0,11,17,0.2355912873017777,False,0,0.2110137776592913,Low Risk,1,"Champions (high flights, low churn)"
832367,canada,ontario,ottawa,k1g 4z0,male,bachelor,93593.0,married,nova,4510.54,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,27,49378,49378.0,0.0,0,8,14,0.3295862150935891,False,0,0.1467358513742834,Low Risk,1,"Champions (high flights, low churn)"
465962,canada,british columbia,vancouver,v5r 1w3,male,bachelor,57194.0,married,nova,4513.44,standard,2016,10,0.0,0.0,,2016-10-01,False,False,0,20,47,63906,63100.0,0.013,0,13,17,0.2295830222382563,False,0,0.2467311712253893,Low Risk,1,"Champions (high flights, low churn)"
762272,canada,ontario,toronto,p1j 8t7,female,bachelor,57194.0,married,nova,4513.44,standard,2014,5,0.0,0.0,,2014-05-01,False,False,0,49,18,26500,26058.0,0.017,3,0,4,0.1931783311021074,False,0,0.2381914682626323,Low Risk,2,Occasional / Higher Churn Risk
926874,canada,nova scotia,halifax,b3j 9s2,male,bachelor,47639.0,divorced,nova,4515.45,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,0,0,0.0,0.0,999,0,0,0.0114144969463733,False,0,0.6538541047485034,High Risk,4,Dormant / Never Flew
