Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
570406,canada,british columbia,dawson creek,u5i 4f1,female,college,73455.0,married,nova,9657.58,standard,2015,10,0.0,0.0
828895,canada,ontario,toronto,m2z 4k1,female,college,73455.0,married,nova,9657.58,standard,2012,7,0.0,0.0
281571,canada,ontario,kingston,m9k 2p4,male,bachelor,94877.0,married,nova,9664.33,standard,2016,9,0.0,0.0
610631,canada,british columbia,vancouver,v6e 3z3,male,bachelor,85240.0,divorced,nova,9667.13,standard,2015,2,2016.0,2.0
182531,canada,british columbia,vancouver,v6e 3z3,female,college,73455.0,single,nova,9672.7,standard,2015,12,0.0,0.0
115633,canada,ontario,sudbury,m5v 1g5,male,bachelor,80218.0,married,nova,9685.54,standard,2012,10,0.0,0.0
284419,canada,manitoba,winnipeg,r3r 3t4,male,bachelor,89830.0,married,nova,9705.31,standard,2017,12,0.0,0.0
793154,canada,british columbia,vancouver,v1e 4r6,female,bachelor,54174.0,single,nova,9707.65,standard,2015,11,0.0,0.0
779427,canada,british columbia,vancouver,v6e 3d9,female,bachelor,61125.0,single,nova,9708.5,standard,2016,9,0.0,0.0
475700,canada,ontario,toronto,p2t 6g3,female,college,73455.0,married,nova,9709.75,standard,2018,11,0.0,0.0
437251,canada,ontario,trenton,k8v 4b2,female,bachelor,59917.0,married,nova,9732.58,standard,2017,4,2017.0,12.0
981198,canada,alberta,banff,t4v 1d4,female,bachelor,49489.0,married,nova,9743.35,standard,2018,6,0.0,0.0
840135,canada,quebec,montreal,h4g 3t4,female,bachelor,59234.0,married,nova,9752.7,standard,2018,1,0.0,0.0
158113,canada,alberta,calgary,t3e 2v9,female,college,73455.0,single,nova,9764.95,standard,2012,6,0.0,0.0
294396,canada,ontario,toronto,m2m 6j7,female,college,73455.0,single,nova,9764.95,standard,2013,4,0.0,0.0
114903,canada,british columbia,vancouver,v5r 1w3,male,bachelor,58414.0,married,nova,9767.94,standard,2013,10,0.0,0.0
639613,canada,british columbia,vancouver,v5r 1w3,female,bachelor,102168.0,married,nova,9774.61,standard,2017,3,0.0,0.0
817102,canada,british columbia,vancouver,v1e 4r6,male,bachelor,104617.0,married,nova,9778.73,standard,2015,7,0.0,0.0
999304,canada,ontario,toronto,p5s 6r4,male,college,73455.0,single,nova,9778.98,standard,2015,1,2017.0,6.0
552235,canada,quebec,quebec city,g1b 3l5,female,college,73455.0,single,nova,9780.85,standard,2015,7,2016.0,3.0
531868,canada,ontario,toronto,m2m 7k8,male,master,71559.0,married,nova,9787.81,standard,2016,8,0.0,0.0
826113,canada,ontario,toronto,m8y 4k8,male,bachelor,78100.0,married,nova,2928.12,2018 promotion,2018,3,0.0,0.0
765202,canada,nova scotia,halifax,b3j 9s2,female,bachelor,55271.0,married,nova,9788.71,standard,2017,7,0.0,0.0
136516,canada,manitoba,winnipeg,r2c 0m5,female,high school or below,64811.0,married,nova,9799.18,standard,2013,12,0.0,0.0
938628,canada,ontario,toronto,p1l 8x8,male,college,73455.0,married,nova,9801.29,standard,2012,9,0.0,0.0
965948,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,married,nova,9801.29,standard,2014,9,0.0,0.0
249982,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,93688.0,married,nova,9802.55,standard,2012,7,0.0,0.0
606117,canada,british columbia,dawson creek,u5i 4f1,female,bachelor,66443.0,married,nova,9805.83,standard,2014,2,2014.0,4.0
456095,canada,manitoba,winnipeg,r2c 0m5,male,college,73455.0,single,nova,9806.22,standard,2016,5,0.0,0.0
805140,canada,quebec,montreal,h2y 4r4,female,college,73455.0,single,nova,9806.22,standard,2017,6,0.0,0.0
845061,canada,manitoba,winnipeg,r2c 0m5,female,college,73455.0,married,nova,9807.83,standard,2016,5,0.0,0.0
346499,canada,ontario,toronto,p1l 8x8,female,bachelor,59169.0,married,nova,9816.53,standard,2018,7,0.0,0.0
397817,canada,quebec,hull,j8y 3z5,female,bachelor,59169.0,married,nova,9816.53,standard,2014,3,0.0,0.0
716589,canada,manitoba,winnipeg,r6y 4t5,female,bachelor,59169.0,married,nova,9816.53,standard,2018,1,0.0,0.0
756043,canada,british columbia,vancouver,v5r 1w3,male,bachelor,59169.0,married,nova,9816.53,standard,2012,4,0.0,0.0
757547,canada,quebec,montreal,h2t 9k8,female,bachelor,59169.0,married,nova,9816.53,standard,2016,7,0.0,0.0
934604,canada,alberta,edmonton,t9g 1w3,female,bachelor,59169.0,married,nova,9816.53,standard,2014,3,0.0,0.0
325190,canada,british columbia,kelowna,v09 2e9,male,bachelor,101123.0,married,nova,9840.08,standard,2014,10,0.0,0.0
114307,canada,ontario,toronto,p2t 6g3,male,bachelor,104829.0,married,nova,9863.5,standard,2013,3,0.0,0.0
809301,canada,british columbia,vancouver,v6e 3d9,male,bachelor,104829.0,married,nova,9863.5,standard,2018,12,0.0,0.0
468380,canada,nova scotia,halifax,b3j 9s2,male,college,73455.0,single,nova,9868.6,standard,2018,11,0.0,0.0
444786,canada,ontario,toronto,m2m 6j7,male,bachelor,81484.0,single,nova,9877.3,standard,2013,2,0.0,0.0
842770,canada,manitoba,winnipeg,r2c 0m5,male,bachelor,70256.0,married,nova,9890.21,standard,2017,8,0.0,0.0
633910,canada,quebec,montreal,h3t 8l4,female,college,73455.0,married,nova,9902.39,standard,2018,5,0.0,0.0
660958,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,54301.0,divorced,nova,9915.9,standard,2012,8,0.0,0.0
233437,canada,quebec,quebec city,g1b 3l5,male,bachelor,59410.0,divorced,nova,9918.7,standard,2017,8,2018.0,4.0
874158,canada,nova scotia,halifax,b3c 2m8,male,bachelor,59410.0,divorced,nova,9918.7,standard,2018,6,0.0,0.0
150074,canada,ontario,toronto,m2z 4k1,female,bachelor,74863.0,married,nova,9927.88,standard,2017,2,0.0,0.0
903379,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,74863.0,married,nova,9927.88,standard,2012,8,0.0,0.0
782596,canada,ontario,toronto,p1w 1k4,male,bachelor,87099.0,married,nova,9928.87,standard,2016,7,0.0,0.0
210498,canada,british columbia,vancouver,v6e 3d9,male,bachelor,73162.0,married,nova,9934.87,standard,2013,12,0.0,0.0
494206,canada,manitoba,winnipeg,r3r 3t4,female,bachelor,57394.0,married,nova,9935.17,standard,2014,5,0.0,0.0
200681,canada,alberta,calgary,t3e 2v9,female,bachelor,73510.0,single,nova,9951.71,standard,2015,3,0.0,0.0
585420,canada,ontario,toronto,m1r 4k3,male,bachelor,73510.0,single,nova,9951.71,standard,2017,8,0.0,0.0
219747,canada,british columbia,whistler,v6t 1y8,male,college,73455.0,single,nova,9955.49,standard,2015,5,0.0,0.0
353396,canada,quebec,montreal,h4g 3t4,male,bachelor,73970.0,married,nova,9971.02,standard,2016,9,0.0,0.0
853272,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,73970.0,married,nova,9971.02,standard,2015,5,0.0,0.0
467926,canada,quebec,montreal,h4g 3t4,female,college,73455.0,single,nova,9983.13,standard,2014,5,0.0,0.0
285631,canada,british columbia,whistler,v6t 1y8,female,bachelor,58446.0,single,nova,9985.37,standard,2016,8,0.0,0.0
651740,canada,quebec,montreal,h2y 2w2,female,bachelor,58446.0,single,nova,9985.37,standard,2012,8,0.0,0.0
616500,canada,british columbia,whistler,v6t 1y8,female,doctor,225048.0,single,nova,9986.66,standard,2013,12,0.0,0.0
628533,canada,british columbia,vancouver,v5r 1w3,female,bachelor,103759.0,married,nova,10003.25,standard,2016,8,0.0,0.0
783438,canada,ontario,london,m5b 3e4,female,college,73455.0,single,nova,10004.75,standard,2018,9,0.0,0.0
622822,canada,ontario,trenton,k8v 4b2,male,bachelor,80474.0,married,nova,10010.14,standard,2017,11,0.0,0.0
227796,canada,quebec,quebec city,g1b 3l5,female,bachelor,86414.0,married,nova,10014.03,standard,2014,3,0.0,0.0
328181,canada,quebec,montreal,h2t 9k8,male,college,73455.0,single,nova,10014.06,standard,2017,2,0.0,0.0
384686,canada,british columbia,whistler,v6t 1y8,female,college,73455.0,single,nova,10014.06,standard,2012,8,0.0,0.0
536941,canada,quebec,tremblant,h5y 2s9,female,bachelor,77934.0,married,nova,10016.29,standard,2017,10,0.0,0.0
414584,canada,ontario,toronto,m8y 4k8,male,bachelor,74490.0,married,nova,10049.29,standard,2015,6,0.0,0.0
329833,canada,ontario,toronto,p2t 6g3,female,doctor,129347.0,single,nova,10053.55,standard,2015,5,2016.0,1.0
627191,canada,british columbia,vancouver,v6e 3d9,female,doctor,129347.0,single,nova,10053.55,standard,2016,10,2017.0,6.0
855381,canada,british columbia,whistler,v6t 1y8,female,college,73455.0,single,nova,10058.74,standard,2017,4,2017.0,12.0
495369,canada,ontario,toronto,m2m 7k8,female,bachelor,46863.0,married,nova,10064.61,standard,2018,7,0.0,0.0
263237,canada,quebec,quebec city,g1b 3l5,male,master,75891.0,divorced,nova,10083.49,standard,2015,1,0.0,0.0
526784,canada,british columbia,whistler,v6t 1y8,male,master,75891.0,divorced,nova,10083.49,standard,2016,7,0.0,0.0
714962,canada,ontario,toronto,p1j 8t7,male,master,75891.0,divorced,nova,10083.49,standard,2016,6,0.0,0.0
783300,canada,ontario,toronto,p1j 8t7,female,master,75891.0,divorced,nova,10083.49,standard,2013,1,0.0,0.0
830818,canada,ontario,toronto,p5s 6r4,female,master,75891.0,divorced,nova,10083.49,standard,2017,11,0.0,0.0
821117,canada,ontario,toronto,p1l 8x8,female,bachelor,67762.0,married,nova,10097.69,standard,2016,2,0.0,0.0
837360,canada,quebec,montreal,h2y 2w2,male,bachelor,84837.0,married,nova,10103.65,standard,2016,7,0.0,0.0
119731,canada,ontario,trenton,k8v 4b2,female,bachelor,66055.0,single,nova,10103.66,standard,2014,12,0.0,0.0
720557,canada,quebec,tremblant,h5y 2s9,male,bachelor,102525.0,married,nova,10110.96,standard,2016,6,0.0,0.0
319387,canada,quebec,quebec city,g1b 3l5,female,bachelor,86057.0,married,nova,10114.99,standard,2015,12,0.0,0.0
290756,canada,ontario,sudbury,m5v 1g5,male,college,73455.0,married,nova,10129.51,standard,2013,6,0.0,0.0
826556,canada,ontario,ottawa,k1f 2r2,female,bachelor,75250.0,divorced,nova,10130.93,standard,2018,10,0.0,0.0
479766,canada,ontario,ottawa,k1g 4z0,male,high school or below,75590.0,married,nova,10144.31,standard,2015,11,0.0,0.0
163058,canada,british columbia,vancouver,v6e 3z3,female,bachelor,64526.0,single,nova,10145.44,standard,2012,5,0.0,0.0
491690,canada,ontario,toronto,p1l 8x8,male,bachelor,51277.0,married,nova,2965.72,2018 promotion,2018,3,0.0,0.0
961978,canada,british columbia,vancouver,v6e 3d9,male,bachelor,64730.0,divorced,nova,10148.42,standard,2014,6,0.0,0.0
299034,canada,ontario,trenton,k8v 4b2,female,bachelor,52947.0,single,nova,10155.3,standard,2013,10,0.0,0.0
150004,canada,ontario,london,m5b 3e4,female,bachelor,57887.0,married,nova,10168.27,standard,2012,8,0.0,0.0
549562,canada,british columbia,dawson creek,u5i 4f1,female,bachelor,83276.0,divorced,nova,10171.34,standard,2018,1,0.0,0.0
684371,canada,ontario,kingston,m9k 2p4,male,college,73455.0,single,nova,10175.24,standard,2015,2,0.0,0.0
317624,canada,ontario,toronto,m2m 7k8,female,master,83773.0,married,nova,10179.72,standard,2014,7,0.0,0.0
529988,canada,ontario,london,m5b 3e4,female,master,83773.0,married,nova,10179.72,standard,2018,12,0.0,0.0
835764,canada,ontario,toronto,m2m 7k8,female,master,83773.0,married,nova,10179.72,standard,2014,1,0.0,0.0
395300,canada,ontario,ottawa,k1f 2r2,female,bachelor,47360.0,married,nova,10193.77,standard,2014,5,2015.0,9.0
391091,canada,ontario,toronto,p2t 6g3,female,college,73455.0,single,nova,10196.11,standard,2013,5,2014.0,6.0
577844,canada,british columbia,vancouver,v6e 3d9,female,college,73455.0,single,nova,10196.11,standard,2014,3,0.0,0.0
166677,canada,british columbia,vancouver,v6e 3d9,female,bachelor,57870.0,married,nova,10208.93,standard,2016,12,2017.0,9.0
457797,canada,quebec,tremblant,h5y 2s9,male,bachelor,57870.0,married,nova,10208.93,standard,2014,6,0.0,0.0
579322,canada,nova scotia,halifax,b3c 2m8,male,bachelor,57870.0,married,nova,10208.93,standard,2015,3,0.0,0.0
682194,canada,ontario,toronto,p1j 8t7,male,bachelor,57870.0,married,nova,10208.93,standard,2015,7,0.0,0.0
719706,canada,quebec,montreal,h4g 3t4,male,bachelor,57870.0,married,nova,10208.93,standard,2013,5,0.0,0.0
472807,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,58665.0,married,nova,10209.02,standard,2013,4,2017.0,4.0
348056,canada,ontario,ottawa,k1f 2r2,female,bachelor,63910.0,married,nova,10209.93,standard,2017,5,0.0,0.0
836295,canada,british columbia,vancouver,v5r 1w3,male,bachelor,75869.0,married,nova,10213.99,standard,2016,11,2017.0,7.0
608087,canada,british columbia,victoria,v10 6t5,male,high school or below,66205.0,married,nova,10232.85,standard,2013,4,0.0,0.0
264733,canada,quebec,montreal,h4g 3t4,male,college,73455.0,single,nova,10242.41,standard,2014,4,0.0,0.0
618112,canada,british columbia,vancouver,v6e 3d9,female,college,73455.0,single,nova,10244.24,standard,2015,4,0.0,0.0
256502,canada,quebec,tremblant,h5y 2s9,male,college,73455.0,single,nova,10255.8,standard,2014,6,0.0,0.0
564813,canada,alberta,calgary,t3e 2v9,male,bachelor,75918.0,single,nova,10272.61,standard,2018,5,0.0,0.0
952434,canada,quebec,montreal,h2t 9k8,male,bachelor,85808.0,married,nova,10280.81,standard,2014,3,2014.0,11.0
793328,canada,ontario,london,m5b 3e4,male,bachelor,102401.0,married,nova,10288.92,standard,2017,9,0.0,0.0
861156,canada,ontario,toronto,p2t 6g3,female,bachelor,79342.0,married,nova,10298.39,standard,2018,12,0.0,0.0
749883,canada,british columbia,vancouver,v6e 3d9,female,bachelor,104906.0,married,nova,10314.52,standard,2015,7,0.0,0.0
381471,canada,quebec,montreal,h2t 9k8,female,bachelor,81032.0,married,nova,10339.6,standard,2018,12,0.0,0.0
797897,canada,british columbia,whistler,v6t 1y8,female,bachelor,81032.0,married,nova,10339.6,standard,2012,8,0.0,0.0
823665,canada,british columbia,vancouver,v5r 1w3,female,bachelor,61822.0,divorced,nova,10340.46,standard,2012,8,0.0,0.0
903209,canada,ontario,kingston,m9k 2p4,male,bachelor,56965.0,married,nova,10348.01,standard,2016,1,0.0,0.0
949406,canada,ontario,toronto,p1j 8t7,male,bachelor,70495.0,married,nova,10357.63,standard,2015,8,0.0,0.0
552441,canada,ontario,toronto,m2p 4f6,female,bachelor,60184.0,married,nova,3059.55,2018 promotion,2018,3,0.0,0.0
908404,canada,quebec,montreal,h2t 2j6,male,bachelor,93800.0,married,nova,10359.02,standard,2014,10,2018.0,9.0
592302,canada,quebec,montreal,h2t 9k8,male,college,73455.0,married,nova,10377.37,standard,2017,9,0.0,0.0
111286,canada,british columbia,victoria,v10 6t5,female,bachelor,55923.0,married,nova,10382.38,standard,2013,7,0.0,0.0
432145,canada,nova scotia,halifax,b3c 2m8,male,master,75548.0,divorced,nova,10382.5,standard,2015,4,0.0,0.0
554155,canada,ontario,toronto,m1r 4k3,female,bachelor,76706.0,single,nova,10388.55,standard,2017,8,0.0,0.0
473674,canada,ontario,toronto,p1j 8t7,male,bachelor,47715.0,divorced,nova,3096.51,2018 promotion,2018,4,0.0,0.0
909106,canada,ontario,toronto,m8y 4k8,female,bachelor,100322.0,married,nova,10392.96,standard,2018,9,0.0,0.0
708360,canada,british columbia,vancouver,v6e 3z3,male,bachelor,48445.0,married,nova,10394.36,standard,2016,2,0.0,0.0
512522,canada,new brunswick,moncton,e1a 2a7,male,college,73455.0,married,nova,10395.71,standard,2017,2,0.0,0.0
838584,canada,quebec,tremblant,h5y 2s9,female,college,73455.0,married,nova,10395.71,standard,2016,5,0.0,0.0
785992,canada,new brunswick,fredericton,e3b 2h2,male,master,102782.0,divorced,nova,10408.97,standard,2016,11,0.0,0.0
889023,canada,ontario,toronto,p1j 8t7,female,master,102782.0,divorced,nova,10408.97,standard,2018,7,0.0,0.0
326803,canada,ontario,toronto,p1l 8x8,female,doctor,274242.0,married,nova,10418.31,standard,2012,11,0.0,0.0
182785,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,70208.0,married,nova,10426.09,standard,2015,7,0.0,0.0
183456,canada,british columbia,dawson creek,u5i 4f1,female,high school or below,69091.0,married,nova,10436.57,standard,2018,5,0.0,0.0
799148,canada,ontario,toronto,m8y 4k8,female,high school or below,69091.0,married,nova,10436.57,standard,2017,9,0.0,0.0
192141,canada,alberta,edmonton,t3g 6y6,male,college,73455.0,single,nova,10442.45,standard,2012,9,0.0,0.0
821462,canada,ontario,sudbury,m5v 1g5,female,bachelor,85766.0,divorced,nova,10453.26,standard,2017,7,0.0,0.0
358054,canada,manitoba,winnipeg,r2c 0m5,male,college,73455.0,single,nova,10461.58,standard,2017,1,2017.0,9.0
738253,canada,alberta,edmonton,t9g 1w3,male,bachelor,60519.0,married,nova,10481.94,standard,2018,11,0.0,0.0
864084,canada,ontario,toronto,m2m 7k8,male,bachelor,60519.0,married,nova,10481.94,standard,2015,4,0.0,0.0
841674,canada,ontario,toronto,m1r 4k3,female,bachelor,33449.0,divorced,nova,3096.51,2018 promotion,2018,3,2018.0,11.0
471706,canada,ontario,trenton,k8v 4b2,female,bachelor,76622.0,divorced,nova,10484.92,standard,2018,11,0.0,0.0
584737,canada,ontario,toronto,m8y 4k8,female,bachelor,76622.0,divorced,nova,10484.92,standard,2018,6,0.0,0.0
792915,canada,british columbia,vancouver,v6e 3d9,female,bachelor,76622.0,divorced,nova,10484.92,standard,2016,11,0.0,0.0
959402,canada,ontario,trenton,k8v 4b2,male,bachelor,76622.0,divorced,nova,10484.92,standard,2016,8,0.0,0.0
482169,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,54340.0,married,nova,10487.74,standard,2014,6,0.0,0.0
491986,canada,quebec,montreal,h4g 3t4,male,bachelor,84810.0,married,nova,10492.97,standard,2017,1,0.0,0.0
788325,canada,quebec,montreal,h2t 2j6,female,bachelor,54117.0,married,nova,10498.93,standard,2017,2,0.0,0.0
920175,canada,british columbia,west vancouver,v6v 8z3,female,bachelor,54117.0,married,nova,10498.93,standard,2017,2,0.0,0.0
442192,canada,british columbia,vancouver,v6e 3d9,male,high school or below,60293.0,married,nova,10507.69,standard,2013,3,0.0,0.0
812248,canada,ontario,toronto,p1j 8t7,female,bachelor,66084.0,married,nova,10517.16,standard,2017,2,0.0,0.0
833233,canada,new brunswick,moncton,e1a 2a7,female,bachelor,69183.0,single,nova,10551.15,standard,2015,8,0.0,0.0
744204,canada,alberta,edmonton,t9g 1w3,female,bachelor,66856.0,married,nova,10552.17,standard,2014,11,0.0,0.0
311346,canada,british columbia,whistler,v6t 1y8,male,bachelor,52765.0,married,nova,10552.43,standard,2016,1,0.0,0.0
525740,canada,quebec,montreal,h2t 9k8,female,bachelor,52765.0,married,nova,10552.43,standard,2014,10,0.0,0.0
492011,canada,ontario,london,m5b 3e4,male,bachelor,65403.0,married,nova,10569.63,standard,2018,5,0.0,0.0
415915,canada,ontario,toronto,m2m 7k8,male,college,73455.0,married,nova,3107.57,2018 promotion,2018,3,0.0,0.0
442418,canada,ontario,toronto,p1j 8t7,female,bachelor,46672.0,married,nova,10598.54,standard,2017,11,0.0,0.0
127350,canada,ontario,london,m5b 3e4,male,high school or below,51775.0,divorced,nova,10614.64,standard,2014,4,0.0,0.0
212128,canada,ontario,toronto,p2t 6g3,male,bachelor,49001.0,married,nova,3130.68,2018 promotion,2018,2,0.0,0.0
470245,canada,quebec,montreal,h2t 9k8,female,college,73455.0,married,nova,10623.41,standard,2013,10,0.0,0.0
264409,canada,ontario,ottawa,k1g 4z0,male,bachelor,22425.0,married,nova,3240.67,2018 promotion,2018,2,0.0,0.0
302874,canada,quebec,montreal,h2t 2j6,male,bachelor,98404.0,married,nova,10628.06,standard,2012,12,0.0,0.0
121930,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,58612.0,married,nova,10629.22,standard,2018,10,0.0,0.0
199652,canada,saskatchewan,regina,s1j 3c5,female,bachelor,73322.0,married,nova,10629.34,standard,2014,4,0.0,0.0
661469,canada,nova scotia,halifax,b3j 9s2,male,bachelor,73322.0,married,nova,10629.34,standard,2017,2,0.0,0.0
787276,canada,newfoundland,st. john's,a1c 6h9,male,bachelor,90480.0,married,nova,10633.5,standard,2016,9,0.0,0.0
295064,canada,british columbia,vancouver,v6e 3d9,female,college,73455.0,single,nova,10634.84,standard,2014,6,0.0,0.0
172532,canada,alberta,peace river,t9o 2w2,female,bachelor,84988.0,married,nova,10656.88,standard,2018,7,0.0,0.0
281737,canada,ontario,toronto,m2z 4k1,male,bachelor,53927.0,married,nova,3331.45,2018 promotion,2018,2,2018.0,10.0
324248,canada,british columbia,victoria,v10 6t5,female,bachelor,84988.0,married,nova,10656.88,standard,2013,8,0.0,0.0
649918,canada,ontario,toronto,m2m 7k8,female,bachelor,84988.0,married,nova,10656.88,standard,2018,6,0.0,0.0
773364,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,84988.0,married,nova,10656.88,standard,2013,12,0.0,0.0
817932,canada,ontario,toronto,m1r 4k3,female,bachelor,84988.0,married,nova,10656.88,standard,2013,3,0.0,0.0
472933,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,76281.0,married,nova,10660.9,standard,2014,1,0.0,0.0
727072,canada,quebec,montreal,h4g 3t4,female,bachelor,76281.0,married,nova,10660.9,standard,2013,9,2013.0,10.0
415201,canada,manitoba,winnipeg,r2c 0m5,male,bachelor,77574.0,divorced,nova,10662.63,standard,2018,1,0.0,0.0
311841,canada,ontario,toronto,p1l 8x8,male,bachelor,70664.0,married,nova,10682.76,standard,2018,1,0.0,0.0
592431,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,87017.0,married,nova,10700.5,standard,2014,4,0.0,0.0
580212,canada,nova scotia,halifax,b3c 2m8,male,bachelor,94864.0,divorced,nova,10719.08,standard,2012,5,0.0,0.0
975918,canada,quebec,quebec city,g1b 3l5,female,bachelor,94864.0,divorced,nova,10719.08,standard,2014,5,0.0,0.0
892199,canada,quebec,montreal,h2y 2w2,female,bachelor,57398.0,single,nova,10720.42,standard,2017,7,0.0,0.0
588292,canada,quebec,montreal,h2t 2j6,female,bachelor,50920.0,married,nova,10721.61,standard,2016,11,2017.0,7.0
314558,canada,quebec,montreal,h4g 3t4,male,bachelor,71649.0,married,nova,10722.06,standard,2014,9,2016.0,2.0
309639,canada,ontario,thunder bay,k8t 5m5,male,bachelor,87321.0,married,nova,10732.51,standard,2018,7,0.0,0.0
512284,canada,alberta,calgary,t3e 2v9,female,bachelor,80529.0,divorced,nova,10747.03,standard,2017,8,0.0,0.0
232395,canada,yukon,whitehorse,y2k 6r0,male,college,73455.0,divorced,nova,10759.4,standard,2014,2,0.0,0.0
237274,canada,ontario,kingston,m9k 2p4,male,college,73455.0,divorced,nova,10759.4,standard,2014,3,0.0,0.0
208940,canada,ontario,toronto,m2p 4f6,male,bachelor,54637.0,married,nova,10808.07,standard,2014,5,0.0,0.0
106623,canada,british columbia,victoria,v10 6t5,male,bachelor,77314.0,married,nova,10827.87,standard,2018,9,0.0,0.0
819055,canada,ontario,toronto,p2t 6g3,female,doctor,214092.0,divorced,nova,10831.13,standard,2012,11,0.0,0.0
913060,canada,british columbia,vancouver,v6e 3d9,male,doctor,214092.0,divorced,nova,10831.13,standard,2014,5,0.0,0.0
414661,canada,quebec,montreal,h3t 8l4,female,high school or below,73751.0,married,nova,10839.51,standard,2015,11,2016.0,7.0
970576,canada,manitoba,winnipeg,r6y 4t5,male,high school or below,73751.0,married,nova,10839.51,standard,2017,9,0.0,0.0
210226,canada,quebec,montreal,h4g 3t4,female,bachelor,81443.0,married,nova,10852.96,standard,2016,2,0.0,0.0
987122,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,81443.0,married,nova,10852.96,standard,2017,4,0.0,0.0
285982,canada,saskatchewan,regina,s1j 3c5,male,bachelor,75668.0,married,nova,10856.01,standard,2012,5,0.0,0.0
553018,canada,nova scotia,halifax,b3j 9s2,male,bachelor,75668.0,married,nova,10856.01,standard,2018,5,0.0,0.0
341302,canada,british columbia,vancouver,v6e 3z3,male,bachelor,59152.0,divorced,nova,10856.18,standard,2015,10,0.0,0.0
414033,canada,nova scotia,halifax,b3j 9s2,female,bachelor,84048.0,single,nova,10876.48,standard,2017,9,0.0,0.0
951546,canada,nova scotia,halifax,b3c 2m8,male,bachelor,84341.0,married,nova,10914.2,standard,2017,5,0.0,0.0
144402,canada,ontario,toronto,p1j 8t7,male,college,73455.0,single,nova,10915.36,standard,2017,4,0.0,0.0
588864,canada,new brunswick,fredericton,e3b 2h2,male,bachelor,53433.0,married,nova,10926.69,standard,2018,10,0.0,0.0
454985,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,66423.0,married,nova,10934.74,standard,2017,3,0.0,0.0
370539,canada,ontario,toronto,m2m 6j7,female,bachelor,47602.0,married,nova,10937.18,standard,2013,12,0.0,0.0
966797,canada,alberta,edmonton,t3g 6y6,female,bachelor,47602.0,married,nova,10937.18,standard,2014,3,0.0,0.0
595658,canada,nova scotia,halifax,b3c 2m8,male,bachelor,53724.0,single,nova,10960.94,standard,2013,3,0.0,0.0
144977,canada,british columbia,vancouver,v1e 4r6,female,bachelor,72656.0,divorced,nova,10963.96,standard,2012,10,0.0,0.0
300836,canada,ontario,toronto,p1j 8t7,male,bachelor,72656.0,divorced,nova,10963.96,standard,2015,8,0.0,0.0
408378,canada,quebec,tremblant,h5y 2s9,female,bachelor,72656.0,divorced,nova,10963.96,standard,2018,7,0.0,0.0
575089,canada,quebec,hull,j8y 3z5,male,bachelor,72656.0,divorced,nova,10963.96,standard,2018,12,0.0,0.0
945974,canada,ontario,toronto,m2m 7k8,male,bachelor,72656.0,divorced,nova,10963.96,standard,2017,1,0.0,0.0
947906,canada,british columbia,vancouver,v6e 3d9,male,bachelor,60352.0,married,nova,10970.13,standard,2016,11,0.0,0.0
350587,canada,nova scotia,halifax,b3j 9s2,female,bachelor,49588.0,divorced,nova,10972.07,standard,2013,2,0.0,0.0
829263,canada,quebec,hull,j8y 3z5,male,bachelor,49588.0,divorced,nova,10972.07,standard,2014,3,0.0,0.0
844949,canada,british columbia,victoria,v10 6t5,male,bachelor,49588.0,divorced,nova,10972.07,standard,2016,2,2016.0,11.0
296566,canada,british columbia,vancouver,v6e 3z3,male,bachelor,99897.0,married,nova,10978.78,standard,2017,8,2018.0,4.0
320980,canada,alberta,calgary,t3e 2v9,female,bachelor,101297.0,married,nova,10979.1,standard,2017,12,0.0,0.0
409156,canada,ontario,toronto,m1r 4k3,female,bachelor,101297.0,married,nova,10979.1,standard,2015,3,0.0,0.0
549444,canada,alberta,edmonton,t9g 1w3,male,bachelor,64507.0,married,nova,10990.59,standard,2013,11,0.0,0.0
633749,canada,ontario,toronto,m2m 7k8,female,bachelor,64507.0,married,nova,10990.59,standard,2013,1,0.0,0.0
649961,canada,british columbia,victoria,v10 6t5,female,college,73455.0,single,nova,10996.71,standard,2012,8,0.0,0.0
401857,canada,british columbia,vancouver,v1e 4r6,female,bachelor,48683.0,married,nova,11003.02,standard,2017,3,0.0,0.0
605803,canada,ontario,toronto,p2t 6g3,male,college,73455.0,single,nova,11003.54,standard,2015,6,0.0,0.0
359275,canada,saskatchewan,regina,s6j 3g0,female,bachelor,69696.0,single,nova,11009.13,standard,2013,2,0.0,0.0
