Loyalty Number,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed
372175,2018,9,0,0,0.0,0
991672,2017,7,0,0,0.0,0
372175,2018,10,0,0,0.0,0
372175,2018,11,0,0,0.0,0
992499,2017,7,0,0,0.0,0
992542,2017,7,0,0,0.0,0
992631,2017,7,0,0,0.0,0
992769,2017,7,0,0,0.0,0
992886,2017,7,0,0,0.0,0
993054,2017,7,0,0,0.0,0
993058,2017,7,0,0,0.0,0
993266,2017,7,0,0,0.0,0
993271,2017,7,0,0,0.0,0
993650,2017,7,0,0,0.0,0
372175,2018,12,0,0,0.0,0
994219,2017,7,0,0,0.0,0
393565,2017,11,0,0,0.0,487
994308,2017,7,0,0,0.0,0
994374,2017,7,0,0,0.0,0
994377,2017,7,0,0,0.0,0
994443,2017,7,0,0,0.0,0
994571,2017,7,0,0,0.0,0
625524,2017,4,0,0,0.0,507
372522,2017,1,0,0,0.0,0
994707,2017,7,0,0,0.0,0
994763,2017,7,0,0,0.0,0
994803,2017,7,0,0,0.0,0
994877,2017,7,0,0,0.0,0
995079,2017,7,0,0,0.0,0
995091,2017,7,0,0,0.0,0
995142,2017,7,0,0,0.0,0
995333,2017,7,0,0,0.0,0
995404,2017,7,0,0,0.0,0
995662,2017,7,0,0,0.0,0
995693,2017,7,0,0,0.0,0
995734,2017,7,0,0,0.0,0
995812,2017,7,0,0,0.0,0
995868,2017,7,0,0,0.0,0
995877,2017,7,0,0,0.0,0
995943,2017,7,0,0,0.0,0
996152,2017,7,0,0,0.0,0
996159,2017,7,0,0,0.0,0
996301,2017,7,0,0,0.0,0
996333,2017,7,0,0,0.0,0
996349,2017,7,0,0,0.0,0
996539,2017,7,0,0,0.0,0
996639,2017,7,0,0,0.0,0
996686,2017,7,0,0,0.0,0
996745,2017,7,0,0,0.0,0
996794,2017,7,0,0,0.0,0
996984,2017,7,0,0,0.0,0
997008,2017,7,0,0,0.0,0
997189,2017,7,0,0,0.0,0
997322,2017,7,0,0,0.0,0
997478,2017,7,0,0,0.0,0
997654,2017,7,0,0,0.0,0
997741,2017,7,0,0,0.0,0
997857,2017,7,0,0,0.0,0
997912,2017,7,0,0,0.0,0
998061,2017,7,0,0,0.0,0
998078,2017,7,0,0,0.0,0
998112,2017,7,0,0,0.0,0
998465,2017,7,0,0,0.0,0
998776,2017,7,0,0,0.0,0
998934,2017,7,0,0,0.0,0
999143,2017,7,0,0,0.0,0
372522,2017,6,0,0,0.0,0
999460,2017,7,0,0,0.0,0
999524,2017,7,0,0,0.0,0
999589,2017,7,0,0,0.0,0
999758,2017,7,0,0,0.0,0
372522,2017,10,0,0,0.0,0
999911,2017,7,0,0,0.0,0
999940,2017,7,0,0,0.0,0
999982,2017,7,0,0,0.0,0
100214,2017,8,0,0,0.0,0
100272,2017,8,0,0,0.0,0
100428,2017,8,0,0,0.0,0
100816,2017,8,0,0,0.0,0
100853,2017,8,0,0,0.0,0
100890,2017,8,0,0,0.0,0
101148,2017,8,0,0,0.0,0
101356,2017,8,0,0,0.0,0
101363,2017,8,0,0,0.0,0
556649,2018,9,0,0,0.0,540
101540,2017,8,0,0,0.0,0
101544,2017,8,0,0,0.0,0
101547,2017,8,0,0,0.0,0
101581,2017,8,0,0,0.0,0
101594,2017,8,0,0,0.0,0
101644,2017,8,0,0,0.0,0
101664,2017,8,0,0,0.0,0
101768,2017,8,0,0,0.0,0
372522,2017,12,0,0,0.0,0
101895,2017,8,0,0,0.0,0
102168,2017,8,0,0,0.0,0
102299,2017,8,0,0,0.0,0
102308,2017,8,0,0,0.0,0
102464,2017,8,0,0,0.0,0
102615,2017,8,0,0,0.0,0
102726,2017,8,0,0,0.0,0
102730,2017,8,0,0,0.0,0
102740,2017,8,0,0,0.0,0
102982,2017,8,0,0,0.0,0
103217,2017,8,0,0,0.0,0
105552,2018,2,0,0,0.0,454
103352,2017,8,0,0,0.0,0
103362,2017,8,0,0,0.0,0
103383,2017,8,0,0,0.0,0
103699,2017,8,0,0,0.0,0
103731,2017,8,0,0,0.0,0
103758,2017,8,0,0,0.0,0
103975,2017,8,0,0,0.0,0
103985,2017,8,0,0,0.0,0
104103,2017,8,0,0,0.0,0
104541,2017,8,0,0,0.0,0
104739,2017,8,0,0,0.0,0
104849,2017,8,0,0,0.0,0
104960,2017,8,0,0,0.0,0
105145,2017,8,0,0,0.0,0
105193,2017,8,0,0,0.0,0
372522,2018,3,0,0,0.0,0
105352,2017,8,0,0,0.0,0
105700,2017,8,0,0,0.0,0
105789,2017,8,0,0,0.0,0
105992,2017,8,0,0,0.0,0
106001,2017,8,0,0,0.0,0
106038,2017,8,0,0,0.0,0
106048,2017,8,0,0,0.0,0
106444,2017,8,0,0,0.0,0
372522,2018,5,0,0,0.0,0
106589,2017,8,0,0,0.0,0
106616,2017,8,0,0,0.0,0
106623,2017,8,0,0,0.0,0
106637,2017,8,0,0,0.0,0
106689,2017,8,0,0,0.0,0
106839,2017,8,0,0,0.0,0
106936,2017,8,0,0,0.0,0
106964,2017,8,0,0,0.0,0
106978,2017,8,0,0,0.0,0
106979,2017,8,0,0,0.0,0
107067,2017,8,0,0,0.0,0
107141,2017,8,0,0,0.0,0
107296,2017,8,0,0,0.0,0
107385,2017,8,0,0,0.0,0
372522,2018,6,0,0,0.0,0
107466,2017,8,0,0,0.0,0
107487,2017,8,0,0,0.0,0
107719,2017,8,0,0,0.0,0
107730,2017,8,0,0,0.0,0
107835,2017,8,0,0,0.0,0
107902,2017,8,0,0,0.0,0
107993,2017,8,0,0,0.0,0
372522,2018,7,0,0,0.0,0
372522,2018,8,0,0,0.0,0
108430,2017,8,0,0,0.0,0
108440,2017,8,0,0,0.0,0
108481,2017,8,0,0,0.0,0
108528,2017,8,0,0,0.0,0
108625,2017,8,0,0,0.0,0
108666,2017,8,0,0,0.0,0
372522,2018,9,0,0,0.0,0
372522,2018,10,0,0,0.0,0
108907,2017,8,0,0,0.0,0
109022,2017,8,0,0,0.0,0
109029,2017,8,0,0,0.0,0
109399,2017,8,0,0,0.0,0
109495,2017,8,0,0,0.0,0
109517,2017,8,0,0,0.0,0
109552,2017,8,0,0,0.0,0
372522,2018,11,0,0,0.0,0
109660,2017,8,0,0,0.0,0
109903,2017,8,0,0,0.0,0
372522,2018,12,0,0,0.0,0
110001,2017,8,0,0,0.0,0
372865,2017,1,0,0,0.0,0
110073,2017,8,0,0,0.0,0
372865,2017,2,0,0,0.0,0
110170,2017,8,0,0,0.0,0
372865,2017,3,0,0,0.0,0
110296,2017,8,0,0,0.0,0
110422,2017,8,0,0,0.0,0
372865,2017,4,0,0,0.0,0
110691,2017,8,0,0,0.0,0
111022,2017,8,0,0,0.0,0
111034,2017,8,0,0,0.0,0
111387,2017,8,0,0,0.0,0
111485,2017,8,0,0,0.0,0
111573,2017,8,0,0,0.0,0
111584,2017,8,0,0,0.0,0
112142,2017,8,0,0,0.0,0
112393,2017,8,0,0,0.0,0
112632,2017,8,0,0,0.0,0
372865,2017,7,0,0,0.0,0
112678,2017,8,0,0,0.0,0
112709,2017,8,0,0,0.0,0
112797,2017,8,0,0,0.0,0
112894,2017,8,0,0,0.0,0
113184,2017,8,0,0,0.0,0
113220,2017,8,0,0,0.0,0
113293,2017,8,0,0,0.0,0
113363,2017,8,0,0,0.0,0
113442,2017,8,0,0,0.0,0
113529,2017,8,0,0,0.0,0
113558,2017,8,0,0,0.0,0
113656,2017,8,0,0,0.0,0
113694,2017,8,0,0,0.0,0
113755,2017,8,0,0,0.0,0
113804,2017,8,0,0,0.0,0
113861,2017,8,0,0,0.0,0
113864,2017,8,0,0,0.0,0
113904,2017,8,0,0,0.0,0
372865,2017,10,0,0,0.0,0
114219,2017,8,0,0,0.0,0
114399,2017,8,0,0,0.0,0
114414,2017,8,0,0,0.0,0
114700,2017,8,0,0,0.0,0
114743,2017,8,0,0,0.0,0
114927,2017,8,0,0,0.0,0
114983,2017,8,0,0,0.0,0
115198,2017,8,0,0,0.0,0
115427,2017,8,0,0,0.0,0
115749,2017,8,0,0,0.0,0
116045,2017,8,0,0,0.0,0
116164,2017,8,0,0,0.0,0
116238,2017,8,0,0,0.0,0
116562,2017,8,0,0,0.0,0
116703,2017,8,0,0,0.0,0
116732,2017,8,0,0,0.0,0
116897,2017,8,0,0,0.0,0
116948,2017,8,0,0,0.0,0
117033,2017,8,0,0,0.0,0
117219,2017,8,0,0,0.0,0
117240,2017,8,0,0,0.0,0
117351,2017,8,0,0,0.0,0
117358,2017,8,0,0,0.0,0
117408,2017,8,0,0,0.0,0
117725,2017,8,0,0,0.0,0
117832,2017,8,0,0,0.0,0
372865,2018,1,0,0,0.0,0
372865,2018,2,0,0,0.0,0
118298,2017,8,0,0,0.0,0
118355,2017,8,0,0,0.0,0
118365,2017,8,0,0,0.0,0
372865,2018,3,0,0,0.0,0
372865,2018,4,0,0,0.0,0
118514,2017,8,0,0,0.0,0
118612,2017,8,0,0,0.0,0
118628,2017,8,0,0,0.0,0
118675,2017,8,0,0,0.0,0
118688,2017,8,0,0,0.0,0
372865,2018,5,0,0,0.0,0
119015,2017,8,0,0,0.0,0
119408,2017,8,0,0,0.0,0
119460,2017,8,0,0,0.0,0
119488,2017,8,0,0,0.0,0
119633,2017,8,0,0,0.0,0
119690,2017,8,0,0,0.0,0
119917,2017,8,0,0,0.0,0
119997,2017,8,0,0,0.0,0
120046,2017,8,0,0,0.0,0
120126,2017,8,0,0,0.0,0
120192,2017,8,0,0,0.0,0
120206,2017,8,0,0,0.0,0
120594,2017,8,0,0,0.0,0
120613,2017,8,0,0,0.0,0
120635,2017,8,0,0,0.0,0
120799,2017,8,0,0,0.0,0
120868,2017,8,0,0,0.0,0
121095,2017,8,0,0,0.0,0
372865,2018,6,0,0,0.0,0
372865,2018,7,0,0,0.0,0
121469,2017,8,0,0,0.0,0
121710,2017,8,0,0,0.0,0
121751,2017,8,0,0,0.0,0
121856,2017,8,0,0,0.0,0
121919,2017,8,0,0,0.0,0
121930,2017,8,0,0,0.0,0
121935,2017,8,0,0,0.0,0
121999,2017,8,0,0,0.0,0
122009,2017,8,0,0,0.0,0
122049,2017,8,0,0,0.0,0
122094,2017,8,0,0,0.0,0
122173,2017,8,0,0,0.0,0
122206,2017,8,0,0,0.0,0
122357,2017,8,0,0,0.0,0
372865,2018,8,0,0,0.0,0
122545,2017,8,0,0,0.0,0
122561,2017,8,0,0,0.0,0
122577,2017,8,0,0,0.0,0
122685,2017,8,0,0,0.0,0
122858,2017,8,0,0,0.0,0
122946,2017,8,0,0,0.0,0
123083,2017,8,0,0,0.0,0
123094,2017,8,0,0,0.0,0
123151,2017,8,0,0,0.0,0
123393,2017,8,0,0,0.0,0
123538,2017,8,0,0,0.0,0
372865,2018,9,0,0,0.0,0
123702,2017,8,0,0,0.0,0
123727,2017,8,0,0,0.0,0
123780,2017,8,0,0,0.0,0
123784,2017,8,0,0,0.0,0
123830,2017,8,0,0,0.0,0
123908,2017,8,0,0,0.0,0
123928,2017,8,0,0,0.0,0
123944,2017,8,0,0,0.0,0
124056,2017,8,0,0,0.0,0
372865,2018,10,0,0,0.0,0
124195,2017,8,0,0,0.0,0
124207,2017,8,0,0,0.0,0
124377,2017,8,0,0,0.0,0
124536,2017,8,0,0,0.0,0
124931,2017,8,0,0,0.0,0
124987,2017,8,0,0,0.0,0
125059,2017,8,0,0,0.0,0
125493,2017,8,0,0,0.0,0
125606,2017,8,0,0,0.0,0
125919,2017,8,0,0,0.0,0
125996,2017,8,0,0,0.0,0
126100,2017,8,0,0,0.0,0
372865,2018,11,0,0,0.0,0
126181,2017,8,0,0,0.0,0
126216,2017,8,0,0,0.0,0
126239,2017,8,0,0,0.0,0
372865,2018,12,0,0,0.0,0
126466,2017,8,0,0,0.0,0
126526,2017,8,0,0,0.0,0
127052,2017,8,0,0,0.0,0
127241,2017,8,0,0,0.0,0
127279,2017,8,0,0,0.0,0
127289,2017,8,0,0,0.0,0
127311,2017,8,0,0,0.0,0
127400,2017,8,0,0,0.0,0
127410,2017,8,0,0,0.0,0
127496,2017,8,0,0,0.0,0
127663,2017,8,0,0,0.0,0
127882,2017,8,0,0,0.0,0
127946,2017,8,0,0,0.0,0
127966,2017,8,0,0,0.0,0
128032,2017,8,0,0,0.0,0
372961,2017,1,0,0,0.0,0
128280,2017,8,0,0,0.0,0
128325,2017,8,0,0,0.0,0
128405,2017,8,0,0,0.0,0
128467,2017,8,0,0,0.0,0
128534,2017,8,0,0,0.0,0
128572,2017,8,0,0,0.0,0
128615,2017,8,0,0,0.0,0
128633,2017,8,0,0,0.0,0
128749,2017,8,0,0,0.0,0
128753,2017,8,0,0,0.0,0
128975,2017,8,0,0,0.0,0
129071,2017,8,0,0,0.0,0
129171,2017,8,0,0,0.0,0
129328,2017,8,0,0,0.0,0
129510,2017,8,0,0,0.0,0
129515,2017,8,0,0,0.0,0
129743,2017,8,0,0,0.0,0
130179,2017,8,0,0,0.0,0
130208,2017,8,0,0,0.0,0
372961,2017,4,0,0,0.0,0
130326,2017,8,0,0,0.0,0
130331,2017,8,0,0,0.0,0
130548,2017,8,0,0,0.0,0
130823,2017,8,0,0,0.0,0
130953,2017,8,0,0,0.0,0
131036,2017,8,0,0,0.0,0
131228,2017,8,0,0,0.0,0
131321,2017,8,0,0,0.0,0
131637,2017,8,0,0,0.0,0
131680,2017,8,0,0,0.0,0
131717,2017,8,0,0,0.0,0
131772,2017,8,0,0,0.0,0
131815,2017,8,0,0,0.0,0
131893,2017,8,0,0,0.0,0
131956,2017,8,0,0,0.0,0
131990,2017,8,0,0,0.0,0
131997,2017,8,0,0,0.0,0
132045,2017,8,0,0,0.0,0
132320,2017,8,0,0,0.0,0
132552,2017,8,0,0,0.0,0
132756,2017,8,0,0,0.0,0
372961,2017,6,0,0,0.0,0
133035,2017,8,0,0,0.0,0
133463,2017,8,0,0,0.0,0
133698,2017,8,0,0,0.0,0
133732,2017,8,0,0,0.0,0
134000,2017,8,0,0,0.0,0
134012,2017,8,0,0,0.0,0
134148,2017,8,0,0,0.0,0
134180,2017,8,0,0,0.0,0
134202,2017,8,0,0,0.0,0
134273,2017,8,0,0,0.0,0
134279,2017,8,0,0,0.0,0
134397,2017,8,0,0,0.0,0
134738,2017,8,0,0,0.0,0
134827,2017,8,0,0,0.0,0
134847,2017,8,0,0,0.0,0
134857,2017,8,0,0,0.0,0
135076,2017,8,0,0,0.0,0
135279,2017,8,0,0,0.0,0
135392,2017,8,0,0,0.0,0
135421,2017,8,0,0,0.0,0
135554,2017,8,0,0,0.0,0
135574,2017,8,0,0,0.0,0
135578,2017,8,0,0,0.0,0
135635,2017,8,0,0,0.0,0
135808,2017,8,0,0,0.0,0
135841,2017,8,0,0,0.0,0
372961,2017,7,0,0,0.0,0
372961,2017,8,0,0,0.0,0
135977,2017,8,0,0,0.0,0
136020,2017,8,0,0,0.0,0
136049,2017,8,0,0,0.0,0
136065,2017,8,0,0,0.0,0
136089,2017,8,0,0,0.0,0
136106,2017,8,0,0,0.0,0
136121,2017,8,0,0,0.0,0
136230,2017,8,0,0,0.0,0
136334,2017,8,0,0,0.0,0
136345,2017,8,0,0,0.0,0
136430,2017,8,0,0,0.0,0
136464,2017,8,0,0,0.0,0
372961,2017,9,0,0,0.0,0
136608,2017,8,0,0,0.0,0
136715,2017,8,0,0,0.0,0
372961,2017,10,0,0,0.0,0
137020,2017,8,0,0,0.0,0
137040,2017,8,0,0,0.0,0
137106,2017,8,0,0,0.0,0
137185,2017,8,0,0,0.0,0
137209,2017,8,0,0,0.0,0
137251,2017,8,0,0,0.0,0
137383,2017,8,0,0,0.0,0
372961,2017,11,0,0,0.0,0
137646,2017,8,0,0,0.0,0
137744,2017,8,0,0,0.0,0
372961,2017,3,0,0,0.0,551
137944,2017,8,0,0,0.0,0
137968,2017,8,0,0,0.0,0
137973,2017,8,0,0,0.0,0
137985,2017,8,0,0,0.0,0
372961,2017,12,0,0,0.0,0
372961,2018,1,0,0,0.0,0
138121,2017,8,0,0,0.0,0
138421,2017,8,0,0,0.0,0
138449,2017,8,0,0,0.0,0
138565,2017,8,0,0,0.0,0
138653,2017,8,0,0,0.0,0
138759,2017,8,0,0,0.0,0
138777,2017,8,0,0,0.0,0
138810,2017,8,0,0,0.0,0
138853,2017,8,0,0,0.0,0
372961,2018,2,0,0,0.0,0
139022,2017,8,0,0,0.0,0
139087,2017,8,0,0,0.0,0
139270,2017,8,0,0,0.0,0
139356,2017,8,0,0,0.0,0
372961,2018,3,0,0,0.0,0
139518,2017,8,0,0,0.0,0
139532,2017,8,0,0,0.0,0
139600,2017,8,0,0,0.0,0
139682,2017,8,0,0,0.0,0
139699,2017,8,0,0,0.0,0
139863,2017,8,0,0,0.0,0
139974,2017,8,0,0,0.0,0
140005,2017,8,0,0,0.0,0
140042,2017,8,0,0,0.0,0
372961,2018,4,0,0,0.0,0
140191,2017,8,0,0,0.0,0
140223,2017,8,0,0,0.0,0
140375,2017,8,0,0,0.0,0
140391,2017,8,0,0,0.0,0
140483,2017,8,0,0,0.0,0
140534,2017,8,0,0,0.0,0
140598,2017,8,0,0,0.0,0
140735,2017,8,0,0,0.0,0
140750,2017,8,0,0,0.0,0
140768,2017,8,0,0,0.0,0
140769,2017,8,0,0,0.0,0
140977,2017,8,0,0,0.0,0
372961,2018,5,0,0,0.0,0
141047,2017,8,0,0,0.0,0
141233,2017,8,0,0,0.0,0
141266,2017,8,0,0,0.0,0
141456,2017,8,0,0,0.0,0
141742,2017,8,0,0,0.0,0
141844,2017,8,0,0,0.0,0
141945,2017,8,0,0,0.0,0
142122,2017,8,0,0,0.0,0
372961,2018,6,0,0,0.0,0
142649,2017,8,0,0,0.0,0
142686,2017,8,0,0,0.0,0
142715,2017,8,0,0,0.0,0
142717,2017,8,0,0,0.0,0
142763,2017,8,0,0,0.0,0
142800,2017,8,0,0,0.0,0
142812,2017,8,0,0,0.0,0
142925,2017,8,0,0,0.0,0
143266,2017,8,0,0,0.0,0
143389,2017,8,0,0,0.0,0
143784,2017,8,0,0,0.0,0
144261,2017,8,0,0,0.0,0
144301,2017,8,0,0,0.0,0
144328,2017,8,0,0,0.0,0
144523,2017,8,0,0,0.0,0
144565,2017,8,0,0,0.0,0
144615,2017,8,0,0,0.0,0
144633,2017,8,0,0,0.0,0
144641,2017,8,0,0,0.0,0
144695,2017,8,0,0,0.0,0
144702,2017,8,0,0,0.0,0
144830,2017,8,0,0,0.0,0
372961,2018,7,0,0,0.0,0
145017,2017,8,0,0,0.0,0
145192,2017,8,0,0,0.0,0
145193,2017,8,0,0,0.0,0
145220,2017,8,0,0,0.0,0
145292,2017,8,0,0,0.0,0
145322,2017,8,0,0,0.0,0
145542,2017,8,0,0,0.0,0
145552,2017,8,0,0,0.0,0
145688,2017,8,0,0,0.0,0
146215,2017,8,0,0,0.0,0
146354,2017,8,0,0,0.0,0
146400,2017,8,0,0,0.0,0
146560,2017,8,0,0,0.0,0
146572,2017,8,0,0,0.0,0
146839,2017,8,0,0,0.0,0
147272,2017,8,0,0,0.0,0
147408,2017,8,0,0,0.0,0
147700,2017,8,0,0,0.0,0
372961,2018,8,0,0,0.0,0
148111,2017,8,0,0,0.0,0
148216,2017,8,0,0,0.0,0
148234,2017,8,0,0,0.0,0
148322,2017,8,0,0,0.0,0
148382,2017,8,0,0,0.0,0
148453,2017,8,0,0,0.0,0
148486,2017,8,0,0,0.0,0
372961,2018,9,0,0,0.0,0
148677,2017,8,0,0,0.0,0
148766,2017,8,0,0,0.0,0
148810,2017,8,0,0,0.0,0
148865,2017,8,0,0,0.0,0
149174,2017,8,0,0,0.0,0
372961,2018,10,0,0,0.0,0
149462,2017,8,0,0,0.0,0
149542,2017,8,0,0,0.0,0
149655,2017,8,0,0,0.0,0
149782,2017,8,0,0,0.0,0
372961,2018,11,0,0,0.0,0
149912,2017,8,0,0,0.0,0
149981,2017,8,0,0,0.0,0
149993,2017,8,0,0,0.0,0
150141,2017,8,0,0,0.0,0
372961,2018,12,0,0,0.0,0
150253,2017,8,0,0,0.0,0
150291,2017,8,0,0,0.0,0
150596,2017,8,0,0,0.0,0
150656,2017,8,0,0,0.0,0
150671,2017,8,0,0,0.0,0
150751,2017,8,0,0,0.0,0
150754,2017,8,0,0,0.0,0
150767,2017,8,0,0,0.0,0
150883,2017,8,0,0,0.0,0
150909,2017,8,0,0,0.0,0
151010,2017,8,0,0,0.0,0
151036,2017,8,0,0,0.0,0
151399,2017,8,0,0,0.0,0
151554,2017,8,0,0,0.0,0
151571,2017,8,0,0,0.0,0
151655,2017,8,0,0,0.0,0
151967,2017,8,0,0,0.0,0
152014,2017,8,0,0,0.0,0
152148,2017,8,0,0,0.0,0
152305,2017,8,0,0,0.0,0
152338,2017,8,0,0,0.0,0
509909,2017,9,0,0,0.0,575
152423,2017,8,0,0,0.0,0
373737,2017,3,0,0,0.0,0
152685,2017,8,0,0,0.0,0
152740,2017,8,0,0,0.0,0
152936,2017,8,0,0,0.0,0
153003,2017,8,0,0,0.0,0
153072,2017,8,0,0,0.0,0
153075,2017,8,0,0,0.0,0
153193,2017,8,0,0,0.0,0
153439,2017,8,0,0,0.0,0
153462,2017,8,0,0,0.0,0
373737,2017,7,0,0,0.0,0
153953,2017,8,0,0,0.0,0
153968,2017,8,0,0,0.0,0
153987,2017,8,0,0,0.0,0
154173,2017,8,0,0,0.0,0
154175,2017,8,0,0,0.0,0
154194,2017,8,0,0,0.0,0
154230,2017,8,0,0,0.0,0
373737,2017,9,0,0,0.0,0
154782,2017,8,0,0,0.0,0
154855,2017,8,0,0,0.0,0
154958,2017,8,0,0,0.0,0
263707,2017,2,0,0,0.0,484
155348,2017,8,0,0,0.0,0
155374,2017,8,0,0,0.0,0
155488,2017,8,0,0,0.0,0
155623,2017,8,0,0,0.0,0
155763,2017,8,0,0,0.0,0
155791,2017,8,0,0,0.0,0
155965,2017,8,0,0,0.0,0
156031,2017,8,0,0,0.0,0
156305,2017,8,0,0,0.0,0
156457,2017,8,0,0,0.0,0
156666,2017,8,0,0,0.0,0
261283,2017,11,0,0,0.0,519
156730,2017,8,0,0,0.0,0
156870,2017,8,0,0,0.0,0
156945,2017,8,0,0,0.0,0
156959,2017,8,0,0,0.0,0
156980,2017,8,0,0,0.0,0
157200,2017,8,0,0,0.0,0
373737,2018,1,0,0,0.0,0
157566,2017,8,0,0,0.0,0
157674,2017,8,0,0,0.0,0
799919,2018,2,0,0,0.0,484
157712,2017,8,0,0,0.0,0
373737,2018,2,0,0,0.0,0
157816,2017,8,0,0,0.0,0
157879,2017,8,0,0,0.0,0
157902,2017,8,0,0,0.0,0
157911,2017,8,0,0,0.0,0
157971,2017,8,0,0,0.0,0
158314,2017,8,0,0,0.0,0
158401,2017,8,0,0,0.0,0
158508,2017,8,0,0,0.0,0
158560,2017,8,0,0,0.0,0
373737,2018,3,0,0,0.0,0
158969,2017,8,0,0,0.0,0
158995,2017,8,0,0,0.0,0
159233,2017,8,0,0,0.0,0
159272,2017,8,0,0,0.0,0
159351,2017,8,0,0,0.0,0
159359,2017,8,0,0,0.0,0
159397,2017,8,0,0,0.0,0
159533,2017,8,0,0,0.0,0
159680,2017,8,0,0,0.0,0
159800,2017,8,0,0,0.0,0
159856,2017,8,0,0,0.0,0
159942,2017,8,0,0,0.0,0
160135,2017,8,0,0,0.0,0
160143,2017,8,0,0,0.0,0
160203,2017,8,0,0,0.0,0
160250,2017,8,0,0,0.0,0
160266,2017,8,0,0,0.0,0
160471,2017,8,0,0,0.0,0
886803,2018,11,0,0,0.0,519
373737,2018,4,0,0,0.0,0
160993,2017,8,0,0,0.0,0
373737,2018,5,0,0,0.0,0
373737,2018,6,0,0,0.0,0
161414,2017,8,0,0,0.0,0
161525,2017,8,0,0,0.0,0
161546,2017,8,0,0,0.0,0
161557,2017,8,0,0,0.0,0
161574,2017,8,0,0,0.0,0
373737,2018,7,0,0,0.0,0
161728,2017,8,0,0,0.0,0
161766,2017,8,0,0,0.0,0
161774,2017,8,0,0,0.0,0
373737,2018,8,0,0,0.0,0
162013,2017,8,0,0,0.0,0
162155,2017,8,0,0,0.0,0
162167,2017,8,0,0,0.0,0
162180,2017,8,0,0,0.0,0
162420,2017,8,0,0,0.0,0
162472,2017,8,0,0,0.0,0
373737,2018,9,0,0,0.0,0
162496,2017,8,0,0,0.0,0
162568,2017,8,0,0,0.0,0
163083,2017,8,0,0,0.0,0
163137,2017,8,0,0,0.0,0
163260,2017,8,0,0,0.0,0
163301,2017,8,0,0,0.0,0
163405,2017,8,0,0,0.0,0
163445,2017,8,0,0,0.0,0
163481,2017,8,0,0,0.0,0
163608,2017,8,0,0,0.0,0
163615,2017,8,0,0,0.0,0
163639,2017,8,0,0,0.0,0
163645,2017,8,0,0,0.0,0
163723,2017,8,0,0,0.0,0
373737,2018,10,0,0,0.0,0
163970,2017,8,0,0,0.0,0
164017,2017,8,0,0,0.0,0
164034,2017,8,0,0,0.0,0
164064,2017,8,0,0,0.0,0
373737,2018,11,0,0,0.0,0
164192,2017,8,0,0,0.0,0
164211,2017,8,0,0,0.0,0
373737,2018,12,0,0,0.0,0
164313,2017,8,0,0,0.0,0
164363,2017,8,0,0,0.0,0
164374,2017,8,0,0,0.0,0
164429,2017,8,0,0,0.0,0
164500,2017,8,0,0,0.0,0
164743,2017,8,0,0,0.0,0
164794,2017,8,0,0,0.0,0
164947,2017,8,0,0,0.0,0
165022,2017,8,0,0,0.0,0
165056,2017,8,0,0,0.0,0
165138,2017,8,0,0,0.0,0
375056,2017,1,0,0,0.0,0
165260,2017,8,0,0,0.0,0
165484,2017,8,0,0,0.0,0
165759,2017,8,0,0,0.0,0
165893,2017,8,0,0,0.0,0
166011,2017,8,0,0,0.0,0
166037,2017,8,0,0,0.0,0
166110,2017,8,0,0,0.0,0
166333,2017,8,0,0,0.0,0
166475,2017,8,0,0,0.0,0
166537,2017,8,0,0,0.0,0
166577,2017,8,0,0,0.0,0
375056,2017,2,0,0,0.0,0
166712,2017,8,0,0,0.0,0
166825,2017,8,0,0,0.0,0
166938,2017,8,0,0,0.0,0
166953,2017,8,0,0,0.0,0
375056,2017,3,0,0,0.0,0
167177,2017,8,0,0,0.0,0
167219,2017,8,0,0,0.0,0
167335,2017,8,0,0,0.0,0
167465,2017,8,0,0,0.0,0
167491,2017,8,0,0,0.0,0
167515,2017,8,0,0,0.0,0
375056,2017,4,0,0,0.0,0
167578,2017,8,0,0,0.0,0
167660,2017,8,0,0,0.0,0
167670,2017,8,0,0,0.0,0
167879,2017,8,0,0,0.0,0
168123,2017,8,0,0,0.0,0
168290,2017,8,0,0,0.0,0
168302,2017,8,0,0,0.0,0
168349,2017,8,0,0,0.0,0
168641,2017,8,0,0,0.0,0
168727,2017,8,0,0,0.0,0
168843,2017,8,0,0,0.0,0
169131,2017,8,0,0,0.0,0
169137,2017,8,0,0,0.0,0
169253,2017,8,0,0,0.0,0
169270,2017,8,0,0,0.0,0
169302,2017,8,0,0,0.0,0
169418,2017,8,0,0,0.0,0
169525,2017,8,0,0,0.0,0
169603,2017,8,0,0,0.0,0
169665,2017,8,0,0,0.0,0
375056,2017,5,0,0,0.0,0
169857,2017,8,0,0,0.0,0
169865,2017,8,0,0,0.0,0
169932,2017,8,0,0,0.0,0
169950,2017,8,0,0,0.0,0
170027,2017,8,0,0,0.0,0
170091,2017,8,0,0,0.0,0
170152,2017,8,0,0,0.0,0
375056,2017,6,0,0,0.0,0
170311,2017,8,0,0,0.0,0
170321,2017,8,0,0,0.0,0
170404,2017,8,0,0,0.0,0
170534,2017,8,0,0,0.0,0
170544,2017,8,0,0,0.0,0
170585,2017,8,0,0,0.0,0
170710,2017,8,0,0,0.0,0
375056,2017,7,0,0,0.0,0
170903,2017,8,0,0,0.0,0
